restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,,City
Airport Bawarchi Restaurant,4.3,200,34,0,1,0,0,1,0,,Ahmedabad
Aiswarya Fresh Juice,4.2,100,30,0,0,0,0,0,0,,Ahmedabad
Aithey Biryani Restaurant,3.9,100,17,0,0,0,0,1,0,,Ahmedabad
Aizam Biryani Hub,3.7,100,35,0,0,0,0,1,0,,Ahmedabad
Aizam's Food Treasure,4,250,46,0,1,0,0,0,0,,Ahmedabad
AJ Cafe 91,3.8,50,47,0,1,0,0,1,0,,Ahmedabad
Aj Drive In,4.1,200,24,0,0,0,0,1,0,,Ahmedabad
AJ Fast Food And Restaurant,4.4,150,40,0,1,0,0,1,0,,Ahmedabad
AJ Fresh Food,4,300,49,0,0,0,0,1,0,,Ahmedabad
AJ Snacks,4,100,33,0,0,0,0,0,0,,Ahmedabad
Aja- Honestly Good Food,4.3,150,33,0,0,1,0,0,0,,Ahmedabad
Ajab Gajab Chat Bhandar,3.6,150,39,0,0,1,0,0,0,,Ahmedabad
Ajanta,4.5,100,19,0,0,1,0,0,1,,Ahmedabad
Ajanta Cafe & Restro,3.9,250,26,0,0,1,0,0,0,,Ahmedabad
Ajanta Cold Drinks And Ice Creams,4.5,150,22,0,0,0,0,0,0,,Ahmedabad
Ajanta Hotel,3.9,250,46,0,1,1,0,0,0,,Ahmedabad
Ajanta Sweets And Bakes,4.4,100,24,0,0,1,1,0,1,,Ahmedabad
Ajay Chicken Center,4,150,38,0,1,1,0,0,0,,Ahmedabad
Ajay Hotel,4,50,24,0,1,0,0,1,0,,Ahmedabad
Ajay Khaste,3.8,200,21,0,0,1,1,0,0,,Ahmedabad
Ajay's,3.8,100,16,0,0,0,0,0,0,,Ahmedabad
Ajay's,4.1,150,20,0,0,1,0,0,0,,Ahmedabad
Ajay's,4.1,150,25,0,0,0,0,0,0,,Ahmedabad
Ajay's,4.3,100,22,0,0,0,0,0,0,,Ahmedabad
Ajay's Burger,4.1,100,34,0,0,0,0,0,0,,Ahmedabad
Ajay's Parivar Char Rasta,4.3,150,23,0,0,0,0,0,0,,Ahmedabad
Ajay's Takeaway Food,4,150,34,0,0,0,0,0,0,,Ahmedabad
Ajay's Takeaway Food,4.4,150,19,0,0,1,0,0,0,,Ahmedabad
Ajays Takeaway Foods,4.2,50,29,0,0,0,0,0,0,,Ahmedabad
Ajeet Restaurant,4,200,19,1,1,0,0,0,0,,Ahmedabad
Ajit Bakery,4.2,300,28,0,0,1,1,0,1,,Ahmedabad
Ajit Bakery,4.4,300,25,0,0,0,1,0,1,,Ahmedabad
Ajit Sweets,4,350,19,0,0,1,1,0,0,,Ahmedabad
Ajji Pork Hotel,4.1,150,50,1,0,0,0,0,0,,Ahmedabad
Ajmeer Biriyani,4.1,100,29,1,0,0,0,1,0,,Ahmedabad
Ajmeer Biriyani Centre,3.9,150,41,1,0,0,0,1,0,,Ahmedabad
Ajmeer Maharaj Hotel,4,400,16,0,1,0,0,1,0,,Ahmedabad
Ajmer Food Express,3.5,150,35,0,1,1,1,0,0,,Ahmedabad
Ajmer Pizza Point,3.9,150,40,0,1,0,0,0,0,,Ahmedabad
Ajmeri Bakery,4,350,22,0,0,0,1,0,1,,Ahmedabad
Ajmeri Chicken Shawarma,4.3,100,23,0,0,0,0,0,0,,Ahmedabad
Ajmeri Darbar,4,150,28,0,0,0,0,1,0,,Ahmedabad
Ajnabee Sweets,4.1,150,32,0,0,0,1,0,0,,Ahmedabad
Ajnabee Sweets,4.3,100,29,0,0,1,0,0,0,,Ahmedabad
Ajnabi Mithaai,4.3,300,49,0,1,1,1,0,0,,Ahmedabad
Ajnabi Mithai Ghar,4.1,100,37,0,1,0,1,0,0,,Ahmedabad
Ajooba Haji Biryani,3.7,100,15,0,0,0,0,1,0,,Ahmedabad
Ajouter Bakers,3.7,200,54,0,0,0,0,0,1,,Ahmedabad
AJ'S Bistro,4,200,29,0,0,1,1,0,0,,Ahmedabad
Ajwa Restaurant,4.1,100,31,0,0,0,0,1,0,,Ahmedabad
Ajwaa Restaurant,3.7,350,27,0,1,0,0,1,0,,Ahmedabad
Ak Amritsari Dhaba,3.9,100,26,0,1,1,0,0,0,,Ahmedabad
AK Biryani House,3.3,150,60,0,0,0,0,1,0,,Ahmedabad
AK Biryani House,4.3,350,15,0,0,0,0,1,0,,Ahmedabad
AK Laziz Food Hub,3.6,100,37,0,0,0,1,1,0,,Ahmedabad
AK Pizza Wala,4,100,35,0,0,1,0,0,0,,Ahmedabad
AK Restaurant And Catering,4.1,100,38,1,1,0,0,0,0,,Ahmedabad
Aka Saka,4.1,150,44,0,0,0,0,0,0,,Ahmedabad
Akam Dhaba,3.6,100,30,0,1,0,1,1,0,,Ahmedabad
Akansha Food Corner,3.1,100,49,0,0,0,0,1,0,,Ahmedabad
Akash Deep Restaurant,4.1,100,35,1,1,1,1,0,0,,Ahmedabad
Akash Sweets & Restaurant,4.2,200,37,1,1,0,0,0,0,,Ahmedabad
Akathiyan Mess & Tea Shop,4.2,50,23,1,0,0,0,0,0,,Ahmedabad
Akbar Fast Food,3.6,200,18,1,1,0,0,0,0,,Ahmedabad
Akbari Restaurant,3.8,150,28,0,1,0,0,0,0,,Ahmedabad
Akhand Maggi,4.2,250,29,0,0,1,0,0,0,,Ahmedabad
Akhand Restaurant And Bhojanalaya,3.9,250,28,0,1,0,0,0,0,,Ahmedabad
Akhila Chat,4.3,150,23,0,0,0,1,0,0,,Ahmedabad
Akhni Biryani House,4,100,47,0,0,0,0,1,0,,Ahmedabad
Akhtar's Samosa,4.5,100,30,0,0,0,1,0,0,,Ahmedabad
Akkad Bakkad Bombay Boo,3.8,150,41,0,0,1,0,0,0,,Ahmedabad
Akkis Bistro,3.8,100,26,0,0,1,0,0,0,,Ahmedabad
AKM Canteen,3.6,200,49,1,1,0,0,1,0,,Ahmedabad
Akram Grill,3.7,100,26,0,1,0,0,0,0,,Ahmedabad
Akram Qureshi Foods,4.1,150,50,0,1,0,0,0,0,,Ahmedabad
Akrist Kitchen,3.4,200,35,0,1,0,0,0,0,,Ahmedabad
Aksh Cafe,3.2,200,28,0,0,1,1,0,0,,Ahmedabad
Akshar Pavbhaji & Chinese,3.8,150,37,0,0,0,1,0,0,,Ahmedabad
Akshar Sweet & Farsan,4.4,50,21,0,0,0,1,0,0,,Ahmedabad
Akshaya Deluxe,4.3,200,47,0,1,0,0,1,0,,Ahmedabad
Akshaya Park Restaurant,3.8,500,41,1,1,0,0,0,0,,Ahmedabad
Akson Restaurant,4.3,350,51,0,0,0,0,0,0,,Ahmedabad
Akss - India Reimagined,4.5,500,37,0,1,0,1,0,0,,Ahmedabad
AKU'S - The Burger Co.,4.4,100,38,0,0,1,0,0,0,,Ahmedabad
Al - Arabian Chicken Shawarma,4,200,26,0,0,1,1,0,0,,Ahmedabad
AL - Baik,3.3,300,35,0,0,0,1,0,0,,Ahmedabad
AL - Baik,4,200,24,0,0,1,0,0,0,,Ahmedabad
AL - Baik,4.5,100,26,0,0,1,1,0,0,,Ahmedabad
Al - Baike,3.8,150,31,0,1,1,0,0,0,,Ahmedabad
Al - Baike - Arabecue,3.9,150,31,0,1,1,0,1,0,,Ahmedabad
Al - Bake,4,300,54,0,1,1,0,1,0,,Ahmedabad
Al - Cafe Coffee D Lite,4.2,150,37,0,0,1,0,0,1,,Ahmedabad
Al - Hamoor Arabian Restaurant,4,300,37,0,0,0,0,0,0,,Ahmedabad
Al - Hamza Food,4.4,100,23,0,0,0,0,0,0,,Ahmedabad
Al - Haq Laziz,3.9,200,36,0,1,1,0,0,0,,Ahmedabad
Al - Harmain Shawarma,4.4,150,31,0,0,0,0,0,0,,Ahmedabad
Al - Helal Restaurant,4.1,100,38,0,1,0,0,1,0,,Ahmedabad
Al - Hind Biryani,3.7,200,26,0,1,0,0,1,0,,Ahmedabad
Al - Jawahar,3.7,150,51,0,1,0,0,1,0,,Ahmedabad
Al - Karim Restaurant,4.2,100,32,0,1,0,0,0,0,,Ahmedabad
AL - Rahim Rumali Roti & Street Food,3.7,200,17,0,1,0,1,1,0,,Ahmedabad
AL - Sheeris,4,150,24,0,0,0,0,1,0,,Ahmedabad
Al - Tazz,3.4,200,26,0,0,1,1,0,0,,Ahmedabad
Al Ajaib Restaurant,4.1,250,20,0,0,0,0,0,0,,Ahmedabad
Al Akbar Fast Food Corner,4.2,150,17,0,0,0,0,0,0,,Ahmedabad
AL Akbar Foods,3.5,450,28,0,0,0,0,1,0,,Ahmedabad
Al Ammar Arabian Cafeteria,4.1,350,32,0,0,1,0,0,0,,Ahmedabad
Al Aqwan Bait Al Mandi,4.1,100,29,0,0,0,0,0,0,,Ahmedabad
Al Arab Mandi Restaurant,3.9,150,22,0,0,0,0,0,0,,Ahmedabad
Al Arabi Falafel,4.3,100,41,0,0,0,0,0,0,,Ahmedabad
Al Arabia Shawarma,4.2,300,39,0,0,0,0,0,0,,Ahmedabad
Al Arabian Express,4.1,250,32,0,1,0,0,0,0,,Ahmedabad
Al Arabian Wraps,4.1,150,31,0,0,1,0,0,0,,Ahmedabad
Al Armaan Hotel,4,300,41,0,0,0,0,1,0,,Ahmedabad
Al Azeem Cafe,3.8,100,45,0,0,0,0,0,0,,Ahmedabad
Al Azeez,3.5,100,45,0,1,1,0,0,0,,Ahmedabad
Al Baha Bakers And Restaurant,3.5,100,27,0,0,1,0,0,0,,Ahmedabad
Al Baik,3.5,100,34,0,0,1,0,0,0,,Ahmedabad
Al Baik,3.6,200,34,0,0,1,0,0,0,,Ahmedabad
Al Baik,3.9,100,45,0,0,1,0,0,0,,Ahmedabad
Al Baik,4,200,31,0,0,1,0,0,0,,Ahmedabad
Al Baik,4.3,50,42,0,0,1,0,0,0,,Ahmedabad
Al Baik Candle Light,3.8,300,30,0,1,0,0,1,0,,Ahmedabad
Al Baik Chicken,4.3,50,34,0,1,1,0,0,0,,Ahmedabad
Al Baik Chicken Restaurant,3.8,150,39,0,0,1,0,0,0,,Ahmedabad
Al Baik Fast Food,3.9,350,50,0,0,1,0,0,0,,Ahmedabad
Al Baik Fast Food,4.1,450,30,0,0,1,0,0,0,,Ahmedabad
Al Baik Fast Food Corner,3.8,250,28,0,1,1,1,1,0,,Ahmedabad
Al- Baik Halal & Trusted,3,250,44,0,0,1,0,0,0,,Ahmedabad
Al- Baik Restaurant,4.3,150,34,0,0,0,0,1,0,,Ahmedabad
Al Baik The Taste Of Middle East,3.7,100,32,0,0,1,0,0,0,,Ahmedabad
Al Baik Xpress,3.7,50,31,0,0,1,0,0,0,,Ahmedabad
Al Baik Xpress,3.9,100,26,0,0,1,0,0,0,,Ahmedabad
Al Baik Xpress,4.2,150,44,0,0,1,0,0,0,,Ahmedabad
Al Baik Xpress,4.2,200,27,0,0,1,0,0,0,,Ahmedabad
Al Baik. In,3.6,100,25,0,1,1,1,0,0,,Ahmedabad
Al Baik.com,4,150,25,0,1,1,0,0,0,,Ahmedabad
Al Baik.com,4.3,200,24,0,0,1,0,0,0,,Ahmedabad
Al Baik.com,4.4,100,35,0,0,1,1,0,0,,Ahmedabad
Al Baike- Aminabad,4.1,200,32,0,1,1,0,0,0,,Ahmedabad
Al Baike Fried Chicken,3.8,100,30,0,0,1,0,0,0,,Ahmedabad
Al Baike Fried Chicken,4.1,150,49,0,0,1,1,0,0,,Ahmedabad
Al Baiks Chicken,3.5,50,27,0,1,0,0,0,0,,Ahmedabad
Al Baith,4.3,150,15,1,0,0,0,1,0,,Ahmedabad
Al BaKe [Ad Mall],3.8,100,23,0,0,1,0,0,0,,Ahmedabad
Al Bake Arabian Knights,3.7,300,39,0,0,1,0,0,0,,Ahmedabad
Al Bake Fish & Chicken,4,250,21,0,0,0,0,0,0,,Ahmedabad
AL Barkat Hotel,4,200,34,0,1,0,0,0,0,,Ahmedabad
,4.3,100,23,1,0,0,1,0,0,,Allahabad
Amit Special Masala Dosa,4,200,28,1,0,0,1,0,0,,Allahabad
Amit Spicy Chat,4,200,26,0,0,0,1,0,0,,Allahabad
Amit Sweets,4,200,33,0,0,0,0,0,0,,Allahabad
Amit Sweets & Baker's,4.4,200,46,1,1,1,1,0,0,,Allahabad
Amju Food Yummy,2.9,100,33,0,0,0,0,0,0,,Allahabad
Amma Cheyyi - Curry's Point,4,150,57,1,0,0,0,0,0,,Allahabad
Amma Fast Food Center,4.2,50,30,0,0,0,0,1,0,,Allahabad
Amma Ki Rasoi,3.4,150,28,0,1,0,0,0,0,,Allahabad
Amma Ki Rasoi,3.7,100,38,0,1,0,0,0,0,,Allahabad
Amma Kitchen,4.3,150,30,0,1,0,0,0,0,,Allahabad
Amma Mess,4.4,200,27,1,1,0,0,0,0,,Allahabad
Amma Restaurant,4.2,300,44,1,1,0,0,0,0,,Allahabad
Ammas Cakes,4,200,45,0,0,0,1,0,1,,Allahabad
Amma's Food Restaurant,3.6,150,52,0,1,0,0,0,0,,Allahabad
Amma's Kitchen,4.2,100,25,1,0,0,0,0,0,,Allahabad
Amma's Kitchen,4.3,200,47,0,1,0,0,0,0,,Allahabad
Amma's Pastries,3.7,150,21,0,0,0,0,0,1,,Allahabad
Amma's Pastries,3.8,150,31,0,0,0,0,0,1,,Allahabad
Amma's Pastries,4.1,100,43,0,0,0,0,0,1,,Allahabad
Amma's South Corner,3.9,150,21,1,0,0,0,0,0,,Allahabad
Ammavin Aduppankarai,4,150,51,1,1,0,0,0,0,,Allahabad
Ammayi Veedu Pot Cook,4.1,100,23,1,0,1,0,1,0,,Allahabad
Ammi Ki Rasoi,3.1,100,46,0,1,0,0,0,0,,Allahabad
Ammikal Restaurant,3.9,200,25,0,0,0,0,0,0,,Allahabad
Ammini,4.3,250,44,1,0,0,0,0,0,,Allahabad
Ammiyummi,3.9,200,34,0,1,0,0,0,0,,Allahabad
Ammulu's,4,150,26,1,1,0,0,0,0,,Allahabad
Ammy Bakery,3.7,100,36,0,0,0,0,0,1,,Allahabad
Ammys Cakes & Bakes,3.1,200,39,0,0,0,0,0,1,,Allahabad
Amore Gelato,4,150,26,0,0,0,0,0,0,,Allahabad
Amore Gelato,4.2,150,39,0,0,0,0,0,0,,Allahabad
Amote Patisserie,4.1,150,24,0,0,0,0,0,1,,Allahabad
Amour Bistro,4.5,200,30,0,0,0,0,0,0,,Allahabad
AMPM - Khao Piyo Jiyo,3.7,200,37,1,1,1,1,0,0,,Allahabad
AMR Hotel,3.9,150,23,1,1,0,0,0,0,,Allahabad
Amrapali Cafe,4.3,150,30,0,1,1,0,1,0,,Allahabad
Amrapali Restaurant,4.4,200,38,0,1,0,0,0,0,,Allahabad
Amravati Curry House,3.9,200,33,1,1,0,0,0,0,,Allahabad
Amrik Hotel,4,100,22,0,1,0,0,0,0,,Allahabad
Amrin Biryani,3.8,100,35,0,0,0,0,1,0,,Allahabad
Amrit Bhandar,4.3,100,28,0,0,0,0,0,1,,Allahabad
Amrit Bhog,3.4,200,36,1,0,1,1,0,0,,Allahabad
Amrit Bhojnalaya,3.7,150,43,0,1,0,0,0,0,,Allahabad
Amrit Confectioners,4.2,100,32,0,0,1,0,0,1,,Allahabad
Amrit Ghoont,4.3,300,21,0,0,0,0,0,0,,Allahabad
Amrit Ice Cream Parlour,4.4,150,42,0,0,1,0,0,0,,Allahabad
Amrit Mattha,4.5,200,20,0,0,0,1,0,0,,Allahabad
Amrit Punjabi Dhaba,3.9,250,28,0,1,0,0,0,0,,Allahabad
Amrit Sagar Sweets Namkeen,4,100,21,0,0,0,0,0,1,,Allahabad
Amrit Sweets,4.3,100,37,1,1,0,1,0,0,,Allahabad
Amrita Bakeries & Sweets,3.7,350,39,0,0,0,1,0,1,,Allahabad
Amrita Cafe,4,150,28,1,1,1,1,0,0,,Allahabad
Amritam Foods,3.6,150,39,0,1,0,0,0,0,,Allahabad
Amritsar 0 Km,4.2,150,48,0,1,1,0,1,0,,Allahabad
Amritsar Haveli,3.9,150,30,0,1,0,0,0,0,,Allahabad
Amritsar Punjab Paratha,3.9,150,38,0,1,0,1,1,0,,Allahabad
Amritsare Naan,3.3,200,31,0,1,0,0,0,0,,Allahabad
Amritsari Adda,4,100,31,0,0,1,0,0,0,,Allahabad
Amritsari By Kalra's,4.1,200,44,0,1,0,0,0,0,,Allahabad
Amritsari Chaap Corner,3.9,150,23,0,1,0,0,0,0,,Allahabad
Amritsari Chaap Corner,4.1,150,33,0,0,1,0,0,0,,Allahabad
Amritsari Chole Bhature,3.6,100,25,0,1,0,0,0,0,,Allahabad
Amritsari Chole Kulche,3.1,100,32,0,1,0,1,0,0,,Allahabad
Amritsari Dhaba,3.6,200,45,0,1,0,1,0,0,,Allahabad
Amritsari Dhaba,3.8,250,36,0,1,0,0,1,0,,Allahabad
Amritsari Express,3.8,150,35,0,1,0,0,0,0,,Allahabad
Amritsari Express,3.9,100,21,0,1,0,0,0,0,,Allahabad
Amritsari Express,3.9,150,39,0,1,0,1,0,0,,Allahabad
Amritsari Express,4.2,300,30,0,1,0,0,0,0,,Allahabad
Amritsari Fast Food,3.8,100,39,0,0,1,0,0,0,,Allahabad
Amritsari Food,4.2,100,32,0,1,0,0,0,0,,Allahabad
Amritsari Golgappe,3.8,350,20,0,0,0,1,0,0,,Allahabad
Amritsari Haveli,3.5,100,30,0,1,0,0,1,0,,Allahabad
Amritsari Haveli,3.5,100,45,0,1,1,0,0,0,,Allahabad
Amritsari Haveli,3.5,150,32,0,1,0,0,1,0,,Allahabad
Amritsari Haveli,3.8,300,31,0,1,0,0,0,0,,Allahabad
Amritsari Haveli,4.1,100,25,0,1,0,0,1,0,,Allahabad
Amritsari Kitchen,3.2,100,35,0,1,1,0,1,0,,Allahabad
Amritsari Kulcha,3.9,150,34,0,1,0,0,0,0,,Allahabad
Amritsari Kulcha - Jain Bakers,3.5,50,40,0,1,0,0,0,0,,Allahabad
Amritsari Kulcha and Delhi Chaap,4.1,200,45,0,1,0,0,0,0,,Allahabad
Amritsari Kulcha Factory,4.2,500,58,0,1,0,0,0,0,,Allahabad
Amritsari Kulcha Junction,4,300,31,0,1,0,0,0,0,,Allahabad
Amritsari Kulcha King,3.9,300,30,0,1,0,0,0,0,,Allahabad
Amritsari Kulcha Point,3.8,100,39,0,1,0,1,0,0,,Allahabad
Amritsari Kulcha Point,3.9,200,35,0,1,0,0,0,0,,Allahabad
Amritsari Kulche Wale,4.1,150,24,0,1,0,1,0,0,,Allahabad
Amritsari Lovely Dhaba,3.7,100,31,0,1,0,0,0,0,,Allahabad
Amritsari Pizza,3.9,200,31,0,0,1,0,0,0,,Allahabad
Amritsari Punjabi Dhaba 2,3.9,100,34,0,1,1,1,0,0,,Allahabad
Amritsari Punjabi Paratha,3.6,400,47,0,1,0,0,0,0,,Allahabad
Amritsari Restaurant,3.8,100,36,0,1,0,0,0,0,,Allahabad
Amritsari Roasted Chicken,3.7,200,43,0,1,0,0,0,0,,Allahabad
Amritsari Shahi Nutry Kulcha,3,40,18,0,1,0,1,0,0,,Allahabad
Amritsari Special Kulcha,3.6,150,28,0,1,0,0,0,0,,Allahabad
Amritsari Tadka,3.9,100,39,0,1,0,0,0,0,,Allahabad
Amritsari Tadka,3.9,200,37,0,1,0,0,1,0,,Allahabad
Amritsari Tandoori Kulcha Wa Choor Choor Naan,4.1,100,36,0,1,0,0,0,0,,Allahabad
Amritsari Zaika,3.4,150,25,0,1,0,0,0,0,,Allahabad
Amritsari Zaika,4.1,150,45,0,1,0,0,1,0,,Allahabad
Amritsari Zaika Restaurant,3.8,250,23,0,1,0,0,0,0,,Allahabad
Amritsariya,4.1,150,41,0,1,0,0,0,0,,Allahabad
Amritsariya,4.1,150,47,0,1,0,0,0,0,,Allahabad
Amrut Bakers & Cake Shop,3.9,200,12,0,0,0,0,0,0,,Allahabad
Amrut Parcel Point,3.3,250,28,0,1,0,0,0,0,,Allahabad
Amrut Parlour,4.3,100,14,0,0,0,0,0,0,,Allahabad
Amrut Restaurant,3.9,100,21,0,1,1,0,0,0,,Allahabad
Amrut Sagar Fast Food,4.3,100,36,1,0,0,1,0,0,,Allahabad
Amrut Sweets Namkeen & Dairy Farm,3.9,50,11,0,0,0,1,0,0,,Allahabad
Amruth Gobi Center,4.1,300,26,0,0,0,0,0,0,,Allahabad
Amrutha Veg Restaurant,4.1,200,22,1,1,0,1,0,0,,Allahabad
Amrutha Vilas,3.5,100,19,0,1,0,0,1,0,,Allahabad
AMS Hyderabad Biryani,3.6,100,51,1,1,0,0,1,0,,Allahabad
Amul,4.2,300,26,0,0,0,0,0,0,,Allahabad
Amul,4.5,150,25,0,0,0,0,0,0,,Allahabad
Amul Fresh And Cream,4,100,41,0,0,0,0,0,0,,Allahabad
Amul Ice Cream,4.4,100,38,0,0,0,0,0,0,,Allahabad
Amul Ice Cream,4.4,200,25,0,0,0,0,0,0,,Allahabad
Amul Ice Cream,4.5,100,15,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlor,3.6,350,36,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlour,3.3,250,20,0,0,1,0,0,0,,Allahabad
Amul Ice Cream Parlour,3.6,350,20,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlour,3.9,100,18,0,0,1,0,0,0,,Allahabad
Amul Ice Cream Parlour,4,100,26,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlour,4,100,28,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlour,4,150,23,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlour,4.1,100,26,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Parlour,4.3,150,24,0,0,0,0,0,0,,Allahabad
Amul Ice Cream Shakes & Maggi Point,3.9,100,41,0,0,1,0,0,0,,Allahabad
Amul Milk Booth,3.7,250,12,0,0,1,0,0,0,,Allahabad
Amul Parlour,3.6,350,29,0,0,1,0,0,1,,Allahabad
Amul Parlour Tharekkad,4.3,150,20,0,0,0,0,0,0,,Allahabad
Amy's Cloud Kitchen,4.5,150,36,0,1,0,0,0,0,,Allahabad
AN Hotel,3.9,150,30,1,1,0,0,1,0,,Allahabad
AN Sweets & Bakery,3.6,200,32,0,0,0,0,0,1,,Allahabad
Anaicha's Food Joint,4.1,150,45,0,1,1,0,1,0,,Allahabad
Anand,4.1,50,21,0,0,1,1,0,0,,Allahabad
Anand,4.4,300,21,1,1,0,0,0,0,,Allahabad
Anand Ankurwala,4.1,100,24,0,0,1,0,0,0,,Allahabad
Anand Bakers,3.8,200,31,0,0,0,0,0,1,,Allahabad
Anand Bakers,4.3,50,29,1,0,0,0,0,1,,Allahabad
Anand Bakers,4.3,150,30,0,0,1,1,0,1,,Allahabad
Anand Bakers,4.4,200,37,1,0,1,0,0,1,,Allahabad
Anand Baker's,4.4,100,29,0,0,0,0,0,1,,Allahabad
Anand Bakery,4.1,200,18,0,0,0,0,0,1,,Allahabad
Anand Bhajipav & Pulav Ankurwala,4,200,22,1,1,1,1,0,0,,Allahabad
Anand Dining Hall,3.6,100,22,0,1,0,1,0,0,,Allahabad
Anand Fast Food,3.3,150,27,0,0,1,1,0,1,,Allahabad
Anand Food Corner,3.4,300,69,1,1,0,0,0,0,,Allahabad
Anand Food Court,3.8,150,20,1,0,1,1,0,0,,Allahabad
Anand Food Plaza,3.6,200,43,1,1,0,0,0,0,,Allahabad
Anand Foods,4,200,23,0,1,0,0,0,0,,Allahabad
Anand Foods,4.2,100,25,0,0,0,0,0,1,,Allahabad
Anand Foods- Sophia BBS Ke Samose,4.3,150,28,0,1,0,1,0,0,,Allahabad
Anand Hi Anand,3.9,200,31,0,1,0,0,0,0,,Allahabad
Anand Hotel Beer Bar,4.1,200,31,0,1,0,0,1,0,,Allahabad
Anand Ji,4.4,50,49,0,1,0,1,0,0,,Allahabad
Anand Ji,4.4,150,34,0,1,0,1,0,0,,Allahabad
Anand Ji Restaurant,4,100,61,0,1,1,1,0,0,,Allahabad
Anand Juice & Chat,4.1,400,23,0,0,1,1,0,0,,Allahabad
Anand Kulcha Land,4.2,100,31,0,0,1,0,0,0,,Allahabad
Anand Mithai & Sweet Mart,4.2,150,23,0,0,0,1,0,0,,Allahabad
Anand Namkeen,4.3,150,19,0,0,0,1,0,0,,Allahabad
Anand Rasoi,4.5,250,37,0,1,0,0,0,0,,Allahabad
Anand Restaurant,4.2,300,25,0,1,0,0,0,0,,Allahabad
Anand Sandwich,4,100,32,0,0,1,1,0,0,,Allahabad
Anand Shekhawati Dhaba,4.1,150,24,0,1,0,0,0,0,,Allahabad
Anand Shree Fruit Bonanza & Cafe,3.5,100,27,0,1,1,1,0,0,,Allahabad
Anand Store,3.8,100,37,1,1,0,0,0,0,,Allahabad
Anand Sweets,3.5,200,22,1,0,1,0,0,0,,Allahabad
Anand Sweets And Savouries,4.3,100,36,0,1,0,1,0,0,,Allahabad
Anand Vatika,3.8,300,39,1,1,0,0,1,0,,Allahabad
Anand Veg,4.4,150,34,1,1,1,1,0,0,,Allahabad
Ananda-Food Court,4,100,30,0,1,0,0,0,0,,Allahabad
Anandam,4.1,150,22,1,1,1,1,0,0,,Allahabad
Anandam Express,4.3,150,23,1,1,0,1,0,0,,Allahabad
Anandamoi,4,250,45,0,1,0,0,0,0,,Allahabad
Anandeshwar Dhaba,4.1,100,38,0,1,0,0,0,0,,Allahabad
Anandham Grand,3.8,400,37,0,1,0,0,1,0,,Allahabad
Anandi Dining Hall,4.2,150,40,0,0,0,0,0,0,,Allahabad
Anandoham Restaurant,4,150,38,0,1,0,0,0,0,,Allahabad
Anandpuri Restaurant,3.9,200,32,1,1,0,1,0,0,,Allahabad
Anant Restaurant,4.1,100,26,1,0,0,1,0,0,,Allahabad
Ananta Food Court,4.4,250,37,0,0,1,0,0,0,,Allahabad
Ananta Restaurant,3.4,150,38,1,1,1,0,0,0,,Allahabad
Anantam Bakers,3.9,50,33,0,0,1,0,0,1,,Allahabad
Anantam Restrau,3.5,300,46,0,1,1,0,0,0,,Allahabad
Ananyas Multicuisine Restaurant,4.2,250,32,0,1,0,0,1,1,,Allahabad
Anardana,4,200,54,0,1,0,0,0,0,,Allahabad
Anardana,4.3,200,37,0,1,0,0,1,0,,Allahabad
Ana's & Andyz,4.3,50,44,0,0,1,1,0,0,,Allahabad
Anaya Bakery,4.1,200,40,0,0,1,0,0,1,,Allahabad
Anaya Bakery 2.0,4.2,200,25,0,0,1,0,0,1,,Allahabad
Anaya Pizza And Fast Food,3.9,100,23,0,0,0,0,0,0,,Allahabad
Anbu Chettinad Mess,3.6,150,22,0,0,0,0,1,0,,Allahabad
Anchal Food Corner,4.2,100,49,0,1,0,0,0,0,,Allahabad
Ancient Hyderabad,4,150,46,0,1,0,0,1,0,,Allahabad
And Fungi,4.6,100,33,0,0,0,0,0,0,,Allahabad
Andaaz E Dilli,3,150,28,0,1,0,0,0,0,,Allahabad
Andagram,4.1,100,31,0,0,1,1,0,0,,Allahabad
Ande Ka Funda,3.9,100,54,0,1,0,0,0,0,,Allahabad
Ande Ka Funda,4,150,26,0,1,1,0,0,0,,Allahabad
Ande Ka Funda,4.2,200,31,0,0,0,1,0,0,,Allahabad
Andhra Bhavan,4.3,150,27,1,0,0,0,0,0,,Allahabad
Andhra Bhavan,4.3,200,19,1,0,0,0,0,0,,Allahabad
Andhra Bhawan,3.8,400,34,1,1,0,0,1,0,,Allahabad
Andhra Biryanis,3.9,250,64,0,1,0,0,1,0,,Allahabad
Andhra Canteen,4.2,150,21,1,0,0,0,1,0,,Allahabad
Andhra Chilly's Restaurant,3.2,250,34,0,0,0,0,1,0,,Allahabad
Andhra Curry,4,250,24,0,0,0,0,0,0,,Allahabad
Andhra Gunpowder,4.4,300,28,1,0,0,0,1,0,,Allahabad
